Response number,Speaker,Content
380,Dr. Hank Pym,Yes. I took on a young protégé called Darren Cross.
381,Scott Lang,Darren Cross. Hes a big deal.
382,Dr. Hank Pym,"But before he was a big deal he was my assistant. I thought I saw something in him, a son I never had perhaps. He was brilliant, but as we became close he began to suspect that I wasnt telling him everything. He heard rumors about what was called the Pym Particles, and he became obsessed with recreating my formula. But I wouldnt help him so he conspired against me and he voted me out of my own company."
383,Scott Lang,How could he do that?
384,Dr. Hank Pym,"The boards chairman is my daughter, Hope. She was the deciding vote. But she came back to me when she saw how close Cross was to cracking my formula. The process is highly volatile. What isnt protected by a specialized helmet can affect the brains chemistry. I dont think Darren realizes this, and you know, hes not the most stable guy to begin with."
385,Scott Lang,"So, what do you want from me?"
386,Dr. Hank Pym,"Scott, I believe that everyone deserves a shot at redemption. Do you?"
387,Scott Lang,I do.
388,Dr. Hank Pym,"If you can help me, I promise I can help you be with your daughter again. Now are you ready to redeem yourself?"
389,Scott Lang,Absolutely. My days of breaking into places and stealing shit are done. What do you want me to do?
390,Dr. Hank Pym,"I want you to break into a place and steal some shit. [Paxton receives a text from his partner, Gale, as hes sat having breakfast with Maggie and Cassie]"
391,Maggie Lang,"You going to be home for dinner tonight? [Paxton reads the text, “Langs “Lawyer” is Dr. Hank Pym, as in Pym Tech]"
392,Paxton,"Uh, yeah. Ill pick something up, text you."
393,Maggie Lang,Okay. Good news? [Paxton gets up to leave]
394,Paxton,"Uh, I dont know. Its news."
395,Cassie Lang,Are you trying to find my daddy?
396,Paxton,"Yeah, I am, sweetheart. I just want your daddy to be safe."
397,Cassie Lang,Hope you dont catch him. [Pym is showing Scott photos of the people he used to worked with]
398,Dr. Hank Pym,"This isnt the first time these guys have tried to get their hands on game changing weaponry. Thats Mitchell Carson, ex-head of defense at SHIELD, presently in the business of toppling governments. He always wanted my tech, and now, unless we break in and steal the Yellowjacket and destroy all the data, Darren Cross is gonna unleash chaos upon the world."
399,Scott Lang,I think our first move should be calling the Avengers.
400,Dr. Hank Pym,Ive spent half my life trying to keep this technology out of the hands of a Stark. Im sure as hell not gonna hand-deliver it to one now. This is not some cute technology like the Iron Man suit. This could change the texture of reality. Besides theyre probably too busy dropping cities out of the sky.
401,Scott Lang,"Okay, then why dont you just send the ants?"
402,Dr. Hank Pym,"Scott, they are ants. Ants, they can do a lot of things, but they still need a leader. Somebody that can infiltrate a place thats designed to prevent infiltration."
403,Scott Lang,"Hank, Im a thief. Alright? Im a good thief. But this is insane. [just then Hope enters the lab]"
404,Hope van Dyne,"Hes right Hank and you know it. Youve seen the footage, you know what Cross is capable of. I was against using him when we had months, now we have days. Im wearing the suit."
405,Dr. Hank Pym,Absolutely not!
406,Hope van Dyne,"I know the facility inside and out, I know how Cross thinks. I know this mission better than anybody here."
407,Dr. Hank Pym,We need you close to Cross otherwise this mission cannot work.
408,Hope van Dyne,We dont have time to screw around.
409,Dr. Hank Pym,"Hope, please. Listen to me, please…"
410,Hope van Dyne,He is a criminal. Im your daughter.
411,Dr. Hank Pym,"No! [Pym turns and sits down, Hope walks off in disappointment]"
412,Scott Lang,"Shes right, Hank. Im not your guy. Why dont you wear the suit?"
413,Dr. Hank Pym,"You think I dont want to? I cant. I spent years wearing it. It took a toll on me. Youre our only option. Before Hope lost her mother, she used to look at me like I was the greatest man in the world. And now she looks at me and its just disappointment. Its too late for me, but not for you. This is your chance. The chance to earn that look in your daughters eyes, to become the hero that she already thinks you are. Its not about saving our world, its about saving theirs."
414,Scott Lang,"Damn, that was a good speech."
415,Dr. Hank Pym,"Scott, I need you to be the Ant-Man. [we see Scott wearing the Ant-Man suit with Pym and Hope training him]"
416,Dr. Hank Pym,"In the right hands, the relationship between man and suit is symbiotic. The suit has power, the man harnesses that power. You need to be skillful, agile, and above all, you need to be fast. You should be able to shrink and grow on a dime, so your size always suits your needs. [Hope closes the door] Now dive through the keyhole, Scott. You charge big, you dive small, then you emerge big. [Scott puts on the helmet and charges for the keyhole]"
417,Scott Lang,Ow! [we hear him fail several times as he continues to shrink and dive through the keyhole] Ah! Ow.
418,Hope van Dyne,[to Pym] Useless. [Hope trains Scott]
419,Hope van Dyne,"When youre small energy is compressed so you have the force of a two hundred pound man behind a fist a hundredth of an inch wide, youre like a bullet. You punch too hard, you kill someone, too soft, its a love-tap. In other words you have to know how to punch."
420,Scott Lang,"I was in prison for three years, I know how to punch."
421,Hope van Dyne,Show me. [she puts up her hands and Scott hits her hand] Terrible.
422,Scott Lang,You want to show me how to punch? [he puts up his hand like hers] Show me… [suddenly Hope punches him in the face knocking him back]
423,Hope van Dyne,Thats how you punch.
424,Dr. Hank Pym,Shes been looking forward to this.
425,Scott Lang,No kiddin.
426,Dr. Hank Pym,"Hope trained in martial arts at a, uh, difficult time."
427,Hope van Dyne,"Oh, by difficult time, he means when my mother died."
428,Dr. Hank Pym,We lost her in a plane crash.
429,Hope van Dyne,"Its bad enough you wont tell me how she died, could you please stop telling me that lie. Were working here. [as Scott is still recovering from her punch] Alright princess, lets get back to work."
430,Scott Lang,Were you going for the hand? [Pym finds Scott playing around with the suits regulator]
431,Scott Lang,"You know, I think this regulator is holding me back."
432,Dr. Hank Pym,Do not screw with the regulator. If that regulator is compromised you would go sub-atomic.
433,Scott Lang,What does that mean?
434,Dr. Hank Pym,It means that you would enter a quantum realm.
435,Scott Lang,What does *that* mean?
436,Dr. Hank Pym,"It means that you would enter a reality where all concepts of time and space become irrelevant as you shrink for all eternity. Everything that you know, and love, gone forever."
437,Scott Lang,Cool. Yeah. Im… if it aint broke. [return to training]
438,Dr. Hank Pym,"Youve learned about the suit, but youve yet to learn about your"
439,greatest allies,"the ants. Loyal, brave, and your partners on this job. [Pym and Hope watch as Scott shrinks in their back garden and goes running under the earth]"
440,Hope van Dyne,"Paratrechina longicornis, commonly known as crazy ants, theyre lightning fast and can conduct electricity which makes them useful to fry out enemy electronics. [Scott comes across a crazy ant]"
441,Scott Lang,"Oh, youre not so crazy. [the crazy ant jumps on him, knocking Scott back] Hey! Youre cute. [suddenly a herd of crazy ants crawl all over Scott] Oh! Aaah! [Scott turns himself back to normal size and he pops up through the ground] That was a lot scarier a second ago. [as they look at Pym Technologies building map]"
442,Scott Lang,It looks like the Futures lab has its own isolated power supply.
443,Hope van Dyne,"Theres a security guard posted around the clock, well need you to take him out to deactivate the security systems. [shrunk again and back under the earth, Scott goes looking for more ants]"
444,Scott Lang,Okay. Whos next? [a massive ant comes up behind Scott]
445,Hope van Dyne,Paraponera clavata.
446,Scott Lang,"I know. Bullet ants, right? Number one on the Schmidt pain index. [to the ants] Hey, guys! Remember me from the bedroom? [as the ant goes to attack Scott pops back up the through the ground in his normal size] Whoa! [return to the Pym Technologies building map]"
447,Hope van Dyne,The Yellowjacket pod is hermetically sealed and the only access point is a tube we estimate to be about five millimeters in diameter.
448,Scott Lang,Why do I have a sick feeling in my stomach?
449,Hope van Dyne,The tube is protected by a laser grid and we can only power that down for fifteen seconds.
450,Dr. Hank Pym,"Youre going to need to signal the crazy ants to blow the servers, retrieve the suit, and exit the vaults, before the backup power comes on. [return to training]"
451,Hope van Dyne,[looking at another ant] Camponotus pennsylvanicus.
452,Dr. Hank Pym,Alternatively known as a carpenter ant. Ideal for ground and air transport.
453,Scott Lang,"Wait a minute, I know this guy. Im going to call him Ant-thony."
454,Dr. Hank Pym,"Thats good. Thats very good, because this time youre really going to have to learn how to control him. [we see the ants pushing sugar cubes on the table] Tell them to put the sugar in the teacup. [we see Hope and Scott fight training, this time Scott lands a painful blow to Hope]"
455,Scott Lang,"Oh, you okay, d… [Hope suddenly punches Scott in the face and then knocks him down with her legs] [later as Scott is tending to his wound]"
456,Hope van Dyne,Hank wants you outside for target practice.
457,Dr. Hank Pym,The suit has no weapons so I made you these discs. Red shrinks. Blue enlarges.
458,Hope van Dyne,[referring to another species of ant] Solenopsis mandibularis.
459,Dr. Hank Pym,"Known for their bite, the fire ants have evolved into remarkable architects. They are handy to get you in and out of difficult places. [back to Scott trying to get some ants to put the sugar cubes into the teacup]"
460,Dr. Hank Pym,"You can do it Scott, come on. [one of the ants flies off and Scott takes off his earpiece in frustration]"
461,Scott Lang,Theyre not listening to me.
462,Hope van Dyne,"You have to commit, you have to mean it. No shortcuts, no lies."
463,Dr. Hank Pym,"Throwing insults into the mix will not do anyone any good, Hope."
464,Hope van Dyne,We dont have time for coddling.
465,Dr. Hank Pym,Our focus should be on helping Scott!
466,Hope van Dyne,"Really? Is that where our focus should be? [Hope picks up the earpiece and uses it to instruct the ants to put the sugar cube into the teacup, then she gets a herd of ants to appear]"
467,Dr. Hank Pym,Hope! [looking upset Hope walks over to Pym]
468,Hope van Dyne,I dont know why I came to you in the first place. [Hope leaves]
469,Dr. Hank Pym,We cant do this without her. [as Hope is about to leave in her car Scott gets in]
470,Hope van Dyne,"Oh, God."
471,Scott Lang,"You gotta lock your doors. I mean, really. Theres some weird folks in this neighborhood."
472,Hope van Dyne,Do you think this is a joke? Do you have any idea what hes asking you to risk? You have a daughter.
473,Scott Lang,Im doing this for her.
474,Hope van Dyne,You know when my mother died I didnt see him for two weeks?
475,Scott Lang,He was in grief.
476,Hope van Dyne,"Yeah, so was I, and I was seven. And he never came back, not in any way that counted. He just sent me off to boarding school. You know, I thought, with all thats at stake, just maybe we might have a chance at making peace. But even now he still wants to shut me out."
477,Scott Lang,He doesnt want to shut you out. He trusts you.
478,Hope van Dyne,Then why are you here?
479,Scott Lang,"It proves that he loves you. Hope. Look at me. Im expendable, thats why Im here. You mustve realized that by now. I mean, thats why Im in the suit and youre not. Hed rather lose than fight than lose you. Anyway… [Scott goes to get out of the car]"
480,Hope van Dyne,"You know, I didnt know you had a… a daughter when I called the cops on you. Whats her name?"
481,Scott Lang,Cassie.
482,Hope van Dyne,"Its a pretty name. You have to clear your mind, Scott. You have to make your thoughts precise, thats how it works. Think about Cassie, about how badly you want to see her, and use that to focus. [she gives Scott the earpiece back to talk to the ants and places a coin on the dashboard] Open your eyes and just think about what you want the ants to do. [couple of ants arrive and Scott gets them to pick up the coin] Thats good. [they watch as Scott gets the ants to spin the coin] [Hope and Scott enter back into the house where Pym is waiting]"
483,Dr. Hank Pym,"Your mother convinced me to let her join me on my missions. They called her the Wasp. She was born to it. And theres not a day that goes by that I dont regret having said yes. It was 1987, separatists had hijacked a Soviet missile silo in Kursk and launched an ICBM at the United States. The only way to the internal mechanics was through solid titanium. [in flashback we see Pym in his Ant-Man suit and his wife in her Wasp suit intercepted the missile]"
484,Dr. Hank Pym,"I knew I had to shrink between the molecules to disarm the missile, but my regulator had sustained too much damage. Your mother, she didnt hesitate. [we see Janet shrinking herself to stop the missile]"
485,Dr. Hank Pym,Janet! No! [flash-forward]
486,Dr. Hank Pym,She turned off her regulator and went sub-atomic to deactivate the bomb. She was gone. Your mom died a hero. And I spent the next ten years trying to learn all I could about the quantum realm.
487,Hope van Dyne,You were trying to bring her back.
488,Dr. Hank Pym,But all I learned was we know nothing.
489,Hope van Dyne,Its not your fault. She made her choice. But why didnt you tell me this sooner?
490,Dr. Hank Pym,I was trying to protect you. I lost your mother. I didnt mean to lose you too. [Hope begins to cry]
491,Hope van Dyne,Im sorry.
492,Scott Lang,"This is awesome. Its awesome, you know? You guys are breaking down walls, youre healing. Its important. [Hope and Pym turn to look at him] I ruined the moment didnt I?"
493,Dr. Hank Pym,"Yes, you did, yes."
494,Scott Lang,Im gonna make some tea. [Scott turns and leaves] [we see Scott finally shrink down and dive through the keyhole]
495,Scott Lang,"Nailed it! [he then goes under the earth, gets to fly on an ant]"
496,Scott Lang,"Thats a good boy, Ant-thony. [we see him successfully work with the ants getting them to follow him]"
497,Scott Lang,The final phase of your training will be a stealth incursion. [we see Scott in his shrunken form on the side of a plane]
498,Scott Lang,Its freezing! You couldnt make a suit with a flannel lining? [back in Pyms lab]
499,Dr. Hank Pym,"We must retrieve this prototype of a signal decoy, its a device that I invented from my SHIELD days."
500,Hope van Dyne,We need it to counteract the transmission blockers that Cross installed in the Futures vault.
501,Dr. Hank Pym,Its currently collecting dust in one of Howard Starks old storage facilities in upstate New York. Should be a piece of cake. [back to plane]
502,Scott Lang,"Youre over the target area. Disengage, now, Scott. [back on the plane Scott instructs the ants]"
503,Scott Lang,"Squadron A, go. B, go. C, go. Alright, Ant-thony, please dont drop me this time. [they jump off the plane] Ah, it feels like a big leap from sugar cubes to this."
504,Dr. Hank Pym,Stay calm.
505,Scott Lang,"Uh, guys, we might have a problem. Hank, didnt you say this was some old warehouse? Its not! [we see that the warehouse is the new Avengers base] You son of a bitch!"
506,Hope van Dyne,"Scott, get out of there."
507,Dr. Hank Pym,Abort! Abort now.
508,Scott Lang,"No, its okay. It doesnt look like anyones home. Ant-thony, get me to the roof."
509,Dr. Hank Pym,Hes gonna lose the suit.
510,Hope van Dyne,Hes gonna lose his life. [Scott lands in the roof of the new Avengers base]
511,Scott Lang,Alright Im on the roof of the target building.
512,Hope van Dyne,"Somebodys home, Scott. [just then Sam Wilson in his Falcon flies in]"
513,Voice over Radio,"[on Sams radio] Whats going on down there, Sam?"
514,Scott Lang,Its the Falcon!
515,Sam Wilson,[into his radio] I had a sensor trip but Im not seeing anything. Wait a second.
516,Dr. Hank Pym,"Abort, Scott! Abort now."
517,Scott Lang,"Its okay, he cant see me."
518,Sam Wilson,I can see you.
519,Scott Lang,He can see me. [Scott enlarges himself back to normal size and waves to Falcon] Hi. Im Scott. [to Pym back in the lab as they listen to Scott]
520,Hope van Dyne,Did he just say “Hi Im Scott?” [back to Avengers HQ]
521,Sam Wilson,What are you doing here?
522,Scott Lang,"First off, Im a big fan."
523,Sam Wilson,Appreciate it. So who the hell are you?
524,Scott Lang,Im Ant-Man. [Sam smiles] Ant-Man?
525,Scott Lang,"What, you havent heard of me? No, you wouldnt have heard of me."
526,Sam Wilson,You want to tell me what you want?
527,Scott Lang,"I was hoping I could grab a piece of technology just for a few days, and then return it. I need it to save the world. You know how that is."
528,Sam Wilson,I know exactly how that is. [into his radio] Located the breach. Bringing him in.
529,Scott Lang,"Sorry about this! [just as Sam goes to grab Scott he shrinks himself, hits Sam and runs off]"
530,Dr. Hank Pym,What the hell are you doing? [Sam chases after Scott]
531,Sam Wilson,Breach is an adult male who has some sort of shrinking tech. [Sam flies in and lands to stamp on Scott but Scott manages to intercept it and fights off Sam]
532,Scot Lang,Sorry. Sorry about this. Sorry [Scott jumps around Sam while punching him]
533,Sam Wilson,Thats enough! [Sam punches Scott as he jumps at him]
534,Scott Lang,"Ant-thony, a little help. [Ant-thony flies in, Scott jump on his back and they fly into a vent and Sam goes to find him]"
535,Dr. Hank Pym,Ive lost visual! [suddenly Sam bursts through one of the facility doors]
536,Sam Wilson,Hes inside my pack.
537,Scott Lang,Sorry. You seem like a really great guy. [they fight but Scott gets manages to disable Sams flight pack then flies off on Ant-thony; into his radio]
538,Sam Wilson,Its really important to me that Cap never finds out about this. [back to Pym house]
539,Dr. Hank Pym,That was completely irresponsible and dangerous! You jeopardized everything! [Scott takes Pyms signal decoy out of his pocket and places it on the table]
540,Hope van Dyne,You got it. [Scott nods his head]
541,Dr. Hank Pym,Well done.
542,Scott Lang,"Wait a minute. Did you just compliment me? He did, didnt he?"
543,Hope van Dyne,Kind of sounded like he did.
544,Dr. Hank Pym,"I was good, wasnt I?"
545,Scott Lang,"Hey, how about the fact that I fought an Avenger, and didnt die?"
546,Dr. Hank Pym,Now lets not dwell on the past. We gotta finish our planning. [Pym turns and leaves with the signal decoy]
547,Hope van Dyne,Dont mind him. You did good. [Pym enters his living room to find Cross standing there]
548,Dr. Hank Pym,Darren. How the hell did you get in here? [Pym closes the door]
549,Darren Cross,"You left the front door open, Hank. Its official. Youre old. [Hope and Scott hear them from the kitchen]"
550,Hope van Dyne,The plans! He will kill him. [back with Cross and Pym]
551,Dr. Hank Pym,Well to what do I owe this pleasure?
552,Darren Cross,I have good news.
553,Dr. Hank Pym,Really? Whats that?
554,Darren Cross,"Pym Tech, the company you created, is about to become one of the most profitable operations in the world. Were anticipating fifteen billion in sales tomorrow alone. [Pym says nothing, at the same time Scott gets some ants to roll up their plans on the nearby table] Youre welcome. I know this is odd, but Id like you to be there. This is my moment, I want you to see it."
555,Dr. Hank Pym,"Sure, Darren. Yeah, sure. Ill be there."
556,Darren Cross,What did you see in me?
557,Dr. Hank Pym,I dont know what you mean.
558,Darren Cross,"All those years ago, you picked me. What did you see?"
559,Dr. Hank Pym,I saw myself.
560,Darren Cross,Then why did you push me away?
561,Dr. Hank Pym,Because I saw too much of myself. [Cross turns and leaves] [after Cross leaves]
562,Hope van Dyne,"He knows, hes baiting you! We have to call it off."
563,Dr. Hank Pym,Were all taking risks.
564,Hope van Dyne,What if he saw me here?
565,Dr. Hank Pym,He didnt. Theres no way.
566,Hope van Dyne,"How do you know that? [just then Hope gets a call from Cross] Darren, hi."
567,Darren Cross,"Hope, where are you right now?"
568,Hope van Dyne,"Im at home, why?"
569,Darren Cross,I just saw Hank. I still get nothing but contempt from him.
570,Hope van Dyne,"Dont let him rile you up, hes just… hes just a senile old man."
571,Darren Cross,"We need to start everyone working around the clock, get the assembly line up and running. And Im tripling security. Full sensors at all entrances, and exterior air vents fitted with steel micro mesh."
572,Hope van Dyne,Great. Good idea.
573,Darren Cross,"Thank you, Hope. Im so lucky to have you on my team."
574,Hope van Dyne,"Hes tripling security, hes lost his mind, and hes on to you."
575,Dr. Hank Pym,But he is not on to you.
576,Hope van Dyne,Hes adding full body scanners to all entrances and closing exterior vents. How are we gonna get Scott inside?
577,Scott Lang,"The water main. You cant add security to a water main. The pressure is too strong, but if we can decrease it, thats how I get in."
578,Hope van Dyne,"Somebody would have to reach the buildings control center to change the water pressure. I mean, Hank and I will be beside Cross, how are we supposed to do that?"
579,Scott Lang,"So we expand our team. What do we need? A fake security guard on the inside to depressurize the water system, somebody else to hack into the power supply and kill the laser grid, and a getaway guy."
580,Dr. Hank Pym,"No, no. No, no, no. Not those three wombats. No way. [Hope provides three cups of coffee for Luis, Dave and Kurt]"
581,Luis,"Thank you for the coffee maam. Its not too often that you rob a place, and then get welcomed back. Because we just robbed you!"
582,Hope van Dyne,"[to Scott] You know that he was arrested for stealing a smoothie machine, right?"
583,Luis,Two smoothie machines.
584,Hope van Dyne,Are you sure they can handle this?
585,Luis,"Oh we can handle it, were professionals."
586,Dr. Hank Pym,Youll forgive us if were not instilled with confidence.
587,Dave,"Wait, everybody. Just kick back and relax a little bit, man. we know our business. We broke into this spooky-ass house, didnt we?"
588,Dr. Hank Pym,I let you.
589,Dave,"Well, one could say that I let you let me."
590,Scott Lang,"Look, its okay. They can handle this."
591,Luis,"Yeah, we can handle it."
592,Scott Lang,You got their credentials?
593,Hope van Dyne,Hes in the system.
594,Luis,Im in the system?
595,Dave,The system.
596,Luis,The system?
597,Dr. Hank Pym,Yeah. Were doomed.
598,Scott Lang,"Alright, theres something you guys need to see. [a little while later, as Pym is showing Luis, Dave and Kur their plans Scott walks in wearing the Ant-Man suit]"
599,Luis,"Damn! Whoa! Thats so cool, bro!"
600,Scott Lang,"Now look, this is gonna get weird, alright? Its pretty freaky but its safe. Theres no reason to be scared."
601,Luis,"Aw, no, no. Daddy dont get scared."
602,Scott Lang,Really?
603,Luis,Yeah.
604,Scott Lang,"Good. [Scott shrinks himself freaking out Luis, Dave and Kurt]"
605,Luis,Oh!
606,Kurt,This is the work of the gypsies.
607,Dave,Thats… thats… thats witchcraft.
608,Luis,"Oh, thats amazing. Thats like some David Copperfield shit."
609,Dave,Thats some kind of wizardry.
610,Kurt,Sorcery!
611,Luis,Ahh! Ahh! Get off! Get off! Ahh! [Luis runs off trying to get Scott off his shoulder]
612,Scott Lang,"I thought daddy didnt get scared? [Luis, Dave and Kurt have all fallen asleep on the couch]"
613,Hope van Dyne,I gave them each half a Xanax and Hank explained the science of the suit to them. Fell right asleep.
614,Scott Lang,"Hey, look. I want to thank you for…"
615,Hope van Dyne,"No, please dont. Were all doing this for reasons much bigger than any one of us. Im just glad that you might have a slight chance of maybe pulling this off."
616,Scott Lang,"Hey. Thank you, you know, for that pep talk."
617,Hope van Dyne,"You know, the honest truth is I actually went from despising you to almost liking you."
618,Scott Lang,You really should write poetry. [Hope laughs]
619,Hope van Dyne,"Get some sleep, Scott. [Hope leaves] [later that night Scott uses the Ant-Man suit to go and visit his daughter in her room as she sleeps] [outside Pym Technologies]"
620,Scott Lang,"Alright, just so were clear, everyone here knows their role, right? Dave?"
621,Dave,Wheels on the ground.
622,Scott Lang,Kurt?
623,Kurt,Eyes in the sky.
624,Scott Lang,Luis?
625,Luis,"Aw, man, you know it. You know what, I get to wear a uniform, thats whats up."
626,Scott Lang,Luis.
627,Luis,"Im sorry, I mean, Im good, Im good. Im just excited, and plus youre girlfriends really hot, so you know that makes me nervous too. [to Hope] And you are very beautiful, maam."
628,Dr. Hank Pym,"Oh, my lord."
629,Scott Lang,Shes not my…
630,Luis,"Hey, you know what? I was thinking of a tactic, like when I go undercover, like a whistling, you know Im saying? To like, blend in."
631,Scott Lang,"No, dont whistle. No whistling. Its not the Andy Griffith Show. No whistling. [on the night of the charity event, Luis makes it in employed as a security guard, outside Dave and Kurt are in their van with Scott in the back dressed in his suit]"
632,Kurt,Were set.
633,Scott Lang,"Wish me luck. [Scott gets out, shrinks himself as he goes through the water main]"
634,Kurt,Utility is online. [inside the building Luis starts whistling]
635,Alpha Guard,Hey. What are you doing?
636,Luis,"Uh, boss-man said to secure the area. So, Im securing."
637,Alpha Guard,Im the boss.
638,Luis,Oh.
639,Alpha Guard,"[into his radio] Utilities work room three… [Luis suddenly punches him, knocking him out unconscious and then lowers the water level]"
640,Kurt,Water level is dropping. [Scott floats along on the water with the ants through the pipes]
641,Kurt,Coming up on extraction pipe.
642,Scott Lang,"I see it! [to the ants] Alright, come on. I gotta get up there. Thats it, thats it, guys, yeah! [the ants help him climb up to the extraction pipe] Thats it, yeah. Yes! You got it! You got it, come on! [Scott makes it through one of the handwash sinks in the bathroom] Alright, lets fly Ant-thony. [Scott and the ants fly off]"
643,Kurt,The Ant-Man is in the building. [as they see Pym pull up outside the building where the charity event is taking place]
644,Dave,Phshh. Got a Crown Vic right outside over there.
645,Kurt,This is problem?
646,Dave,"Considering the Crown Vics the most commonly used car for under-cover cops, man. Yes, this is a problem. [inside the Crown Vic is Paxton and Gale]"
647,Paxton,Thats Pym. [they get out to go after Pym]
648,Kurt,"Oh, no. [back with Scott and the ants]"
649,Scott Lang,Im employing the bullet ants. Hapanera-clamda-mana-merna. I dont remember what its called but I feel bad for this guy. [using the ants Scott takes down one of the security guards with Luis also punching him]
650,Luis,"See, thats what Im talkin bout. Thats what I call it, an unfortunate casualty, in a very serious operation, you know? [Hope then comes along and enters the room and places the signal decoy]"
651,Kurt,"Signal decoy in place. Mean pretty lady did good, Scott."
652,Dave,Looks like Pyms getting arrested.
653,Kurt,"Scott, we have problem."
654,Scott Lang,Problem? Whats the problem? [just then Dave gets out of the can]
655,Kurt,"Dave! Dave, thats not part of plan!"
656,Dr. Hank Pym,"[as Paxton and Gale are trying to arrest Pym] Listen to me, if I dont get into this building people will die."
657,Gale,Thats awfully dramatic. [Dave creates a diversion by stealing Paxton and Gales car]
658,Paxton,Are you kidding me?! [they run after Dave as he drives off in their car]
659,Kurt,Problem solved. [inside the building Cross finds Hope]
660,Darren Cross,"Well. How do I look? [they then find Pym as he enters the building] There he is. Just in time. Come on. [Cross takes them to vault where hes keeping the Yellowjacket suit, and uses an eye scanner to open the door]"
661,Computer,Twelve point verification.
662,Dr. Hank Pym,"Little over the top, dont you think, Darren?"
663,Computer,Confirming authorization.
664,Darren Cross,"No, you can never be too safe."
665,Computer,Access granted. [they enter the vault]
666,Dr. Hank Pym,"I gotta hand it to you, Darren, you really did it."
667,Darren Cross,"And you only know the half of it, Hank. [at the same time Carson arrives with his men] [back to Scott and the ants]"
668,Scott Lang,"Arriving at second position. Alright, top speed, Ant-thony! Lets go. [Scott and Ant-thony fly towards where the Yellowjacket suit is being kept] Proceeding to command position. [Scott jumps off Ant-thony] Ill be right back, Ant-thony. Alright, guys, Im in position. Im going to signal the ants. [Paxton and Gale find their car dumped can crashed into a tree]"
669,Paxton,"No, no, no, no! [Dave gets back into the van with Kurt]"
670,Dave,Did you see that? [he honks the musical horn which Paxton recognizes from Scott using it earlier] [back to Scott instructing the ants]
671,Scott Lang,"Assume formation. Alright you cute little crazies, lets fry these servers. [the ants fry the servers and Scott jumps back onto Ant-thony] Lets go get ‘em, buddy!"
672,Kurt,Servers are fried. Data backup completely erased.
673,Scott Lang,Headed to the particle chamber. [Carson and his men enters the vault where Cross is with Pym and Hope]
674,Mitchell Carson,"Hello, Dr. Cross. My associates agree to your terms."
675,Darren Cross,"Wonderful. [to Pym] Theyre not what they were, theyre doing some interesting work. And Im enjoying myself. You tried to hide your technology from me, and now its gonna blow up in your face. [suddenly Pym punches Cross in the face] Wow. Wow! I mean, I saw the punch coming a mile away but I just figured itd be all pathetic and weak."
676,Dr. Hank Pym,Well you figured wrong. [back outside Paxton and Gale walk over to Luiss van]
677,Paxton,I know this van. [he bangs on the van door] Anybody home?
678,Dave,[to each other inside the van] Shh.
679,Kurt,Shh.
680,Dave,Shh!
681,Kurt,Shh!
682,Scott Lang,"Alright, guys, Im here. Setting the charges. [Scott set the explosives; to the ants] Great job, guys. Ill take it from here. [Ant-thony sets Scott down] Good boy, Antthony. Final position. [to Kurt and Dave] Guys, how we lookin on that laser grid?"
683,Kurt,Almost!
684,Dave,"No, youre not."
685,Kurt,Im getting close!
686,Dave,"No, youre not. [Paxton keeps banging on Luiss van door]"
687,Paxton,San Francisco PD! Man in the van! I know youre in there! [inside the van as they wait for the laser grid to be disabled]
688,Dave,Make it go faster.
689,Kurt,"Dude, seriously!"
690,Scott Lang,"Ready to jump. Do you read, Kurt?"
691,Kurt,Its so close.
692,Paxton,"[suddenly the van door opens, Paxton and Gale point their guns at Kurt and Dave] Freeze!"
693,Dave,"Okay, wait a minute, wait a minute! there was a black guy that looked exactly like me who attacked us and put us in the back of this disgusting van."
694,Paxton,Get out.
695,Dave,Take it easy!
696,Kurt,[Paxton pulls Kurt out of the van at the same time the laser grid is disabled; to Scott] Go! Go now! [Scott jumps to get to the Yellowjacket] Wait!
697,Scott Lang,What? What do you mean wait? [Kurt manages to struggle free from Paxtons hold to press a button on his computer to fully disable the lasers and just as Scott goes to grab the suit its pulled away] What? What? [Cross sees Scott and taps on the glass]
698,Darren Cross,"Hi, little guy. [to Pym] I always suspected you had a suit stored away somewhere, which begs the question, who is the new Ant-Man? Who is the man that my beloved mentor trusted even more than me? [pauses a moment] Scott Lang. The martyr, who took on the system and paid the price, losing his family and his only daughter in the process. Exactly your kind of guy, Hank. He escapes his jail cell without leaving any clue as to how, and then, he disappears magically, despite having no money to his name, and now he brings me the Ant-Man suit, the only thing that can rival my creation."
699,Dr. Hank Pym,"Darren, dont do this. If you sell to these men, its going to be chaos."
700,Darren Cross,"I already have, and for twice the price, thanks to you. Its not easy to successfully infiltrate an Avengers facility. Thankfully, word travels fast. Oh, Ill sell them the Yellowjacket, but Im keeping the particle to myself. They dont run on diesel. If you want the fuel youll have to come to me. What do you call the only man who can arm the most powerful weapon in the world?"
701,Dr. Hank Pym,The most powerful man in the world.
702,Darren Cross,You proud of me yet?
703,Dr. Hank Pym,"You can stop this, Darren. Its not too late."
704,Darren Cross,Its been too late for a long time now. [one of the men in the chamber points their gun at Pym]
705,Hope van Dyne,"Darren, what are you doing?"
706,Darren Cross,He wasnt any more capable of caring for you than he was for me.
707,Hope van Dyne,"This is not who you are, its the particles altering your brain chemistry."
